split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject joked|registry_id,subject joked,registry_id,train-0,carved,carved,True,1.160143494606018,,
train,full,subject joked|registry_id,subject joked,registry_id,train-1,carved,carved,True,1.3554691076278687,,
train,full,subject joked|registry_id,subject joked,registry_id,train-2,carved,carved,True,2.119769334793091,,
train,full,subject joked|registry_id,subject joked,registry_id,train-3,carved,worries,False,3.368053913116455,,
train,full,subject joked|registry_id,subject joked,registry_id,train-4,carved,carved,True,1.3271390199661255,,
train,full,subject joked|registry_id,subject joked,registry_id,train-5,carved,tricky,False,3.481468915939331,,
train,full,subject joked|city_code,subject joked,city_code,train-0,prize,prize,True,1.0212255716323853,,
train,full,subject joked|city_code,subject joked,city_code,train-1,prize,spirit,False,2.8070228099823,,
train,full,subject joked|city_code,subject joked,city_code,train-2,prize,prize,True,0.9954720139503479,,
train,full,subject joked|city_code,subject joked,city_code,train-3,prize,prize,True,1.232722520828247,,
train,full,subject joked|city_code,subject joked,city_code,train-4,prize,prize,True,0.3850000500679016,,
train,full,subject joked|city_code,subject joked,city_code,train-5,prize,prize,True,2.5403761863708496,,
train,full,subject joked|access_code,subject joked,access_code,train-0,train,bond,False,3.1577229499816895,,
train,full,subject joked|access_code,subject joked,access_code,train-1,train,door,False,3.547105550765991,,
train,full,subject joked|access_code,subject joked,access_code,train-2,train,train,True,1.6741266250610352,,
train,full,subject joked|access_code,subject joked,access_code,train-3,train,train,True,3.0990993976593018,,
train,full,subject joked|access_code,subject joked,access_code,train-4,train,train,True,1.4241669178009033,,
train,full,subject joked|access_code,subject joked,access_code,train-5,train,bond,False,3.2969207763671875,,
train,full,subject clut|registry_id,subject clut,registry_id,train-0,guide,seek,False,2.146562099456787,,
train,full,subject clut|registry_id,subject clut,registry_id,train-1,guide,beep,False,2.443240165710449,,
train,full,subject clut|registry_id,subject clut,registry_id,train-2,guide,beep,False,3.2106947898864746,,
train,full,subject clut|registry_id,subject clut,registry_id,train-3,guide,guide,True,2.7855021953582764,,
train,full,subject clut|registry_id,subject clut,registry_id,train-4,guide,seek,False,3.268528938293457,,
train,full,subject clut|registry_id,subject clut,registry_id,train-5,guide,guide,True,2.442345142364502,,
train,full,subject clut|city_code,subject clut,city_code,train-0,connecting,connecting,True,2.1076793670654297,,
train,full,subject clut|city_code,subject clut,city_code,train-1,connecting,spirit,False,2.5840444564819336,,
train,full,subject clut|city_code,subject clut,city_code,train-2,connecting,connecting,True,2.555051326751709,,
train,full,subject clut|city_code,subject clut,city_code,train-3,connecting,connecting,True,1.6783636808395386,,
train,full,subject clut|city_code,subject clut,city_code,train-4,connecting,spirit,False,3.443232297897339,,
train,full,subject clut|city_code,subject clut,city_code,train-5,connecting,connecting,True,2.4773807525634766,,
train,full,subject clut|access_code,subject clut,access_code,train-0,calm,calm,True,1.8230202198028564,,
train,full,subject clut|access_code,subject clut,access_code,train-1,calm,calm,True,2.297325611114502,,
train,full,subject clut|access_code,subject clut,access_code,train-2,calm,calm,True,3.0724167823791504,,
train,full,subject clut|access_code,subject clut,access_code,train-3,calm,calm,True,2.338768720626831,,
train,full,subject clut|access_code,subject clut,access_code,train-4,calm,after,False,3.296079635620117,,
train,full,subject clut|access_code,subject clut,access_code,train-5,calm,calm,True,2.5262041091918945,,
train,full,subject louder|registry_id,subject louder,registry_id,train-0,worries,worries,True,0.9329383373260498,,
train,full,subject louder|registry_id,subject louder,registry_id,train-1,worries,guide,False,2.669254779815674,,
train,full,subject louder|registry_id,subject louder,registry_id,train-2,worries,worries,True,2.876279354095459,,
train,full,subject louder|registry_id,subject louder,registry_id,train-3,worries,worries,True,1.5682101249694824,,
train,full,subject louder|registry_id,subject louder,registry_id,train-4,worries,worries,True,1.083594799041748,,
train,full,subject louder|registry_id,subject louder,registry_id,train-5,worries,worries,True,1.63491952419281,,
train,full,subject louder|city_code,subject louder,city_code,train-0,glow,glow,True,0.4778751730918884,,
train,full,subject louder|city_code,subject louder,city_code,train-1,glow,glow,True,0.8796371817588806,,
train,full,subject louder|city_code,subject louder,city_code,train-2,glow,glow,True,1.0889537334442139,,
train,full,subject louder|city_code,subject louder,city_code,train-3,glow,glow,True,0.43174105882644653,,
train,full,subject louder|city_code,subject louder,city_code,train-4,glow,glow,True,0.7275885343551636,,
train,full,subject louder|city_code,subject louder,city_code,train-5,glow,glow,True,1.4097381830215454,,
train,full,subject louder|access_code,subject louder,access_code,train-0,glanc,glanc,True,0.31186115741729736,,
train,full,subject louder|access_code,subject louder,access_code,train-1,glanc,glanc,True,1.2342168092727661,,
train,full,subject louder|access_code,subject louder,access_code,train-2,glanc,glanc,True,1.4534202814102173,,
train,full,subject louder|access_code,subject louder,access_code,train-3,glanc,glanc,True,0.7296819090843201,,
train,full,subject louder|access_code,subject louder,access_code,train-4,glanc,glanc,True,1.533966064453125,,
train,full,subject louder|access_code,subject louder,access_code,train-5,glanc,glanc,True,1.649017095565796,,
train,full,subject deer|registry_id,subject deer,registry_id,train-0,beep,beep,True,1.95878005027771,,
train,full,subject deer|registry_id,subject deer,registry_id,train-1,beep,beep,True,1.7785851955413818,,
train,full,subject deer|registry_id,subject deer,registry_id,train-2,beep,carved,False,2.884678602218628,,
train,full,subject deer|registry_id,subject deer,registry_id,train-3,beep,beep,True,2.873171091079712,,
train,full,subject deer|registry_id,subject deer,registry_id,train-4,beep,beep,True,3.0757806301116943,,
