split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject joked|registry_id,subject joked,registry_id,train-0,deter,excited,False,12.4176664352417,,
train,full,subject joked|registry_id,subject joked,registry_id,train-1,deter,excited,False,15.268434524536133,,
train,full,subject joked|registry_id,subject joked,registry_id,train-2,deter,excited,False,14.534906387329102,,
train,full,subject joked|registry_id,subject joked,registry_id,train-3,deter,excited,False,12.247712135314941,,
train,full,subject joked|registry_id,subject joked,registry_id,train-4,deter,excited,False,15.934929847717285,,
train,full,subject joked|registry_id,subject joked,registry_id,train-5,deter,excited,False,14.743955612182617,,
train,full,subject joked|city_code,subject joked,city_code,train-0,giggle,later,False,10.363990783691406,,
train,full,subject joked|city_code,subject joked,city_code,train-1,giggle,later,False,10.754993438720703,,
train,full,subject joked|city_code,subject joked,city_code,train-2,giggle,later,False,9.863064765930176,,
train,full,subject joked|city_code,subject joked,city_code,train-3,giggle,giggle,True,9.715959548950195,,
train,full,subject joked|city_code,subject joked,city_code,train-4,giggle,later,False,11.439563751220703,,
train,full,subject joked|city_code,subject joked,city_code,train-5,giggle,later,False,11.393304824829102,,
train,full,subject joked|access_code,subject joked,access_code,train-0,carved,carved,True,9.748856544494629,,
train,full,subject joked|access_code,subject joked,access_code,train-1,carved,bottle,False,14.163145065307617,,
train,full,subject joked|access_code,subject joked,access_code,train-2,carved,carved,True,13.803689002990723,,
train,full,subject joked|access_code,subject joked,access_code,train-3,carved,carved,True,8.107145309448242,,
train,full,subject joked|access_code,subject joked,access_code,train-4,carved,bottle,False,15.434386253356934,,
train,full,subject joked|access_code,subject joked,access_code,train-5,carved,whatever,False,14.403609275817871,,
train,full,subject clut|registry_id,subject clut,registry_id,train-0,excited,excited,True,8.268189430236816,,
train,full,subject clut|registry_id,subject clut,registry_id,train-1,excited,excited,True,7.10807991027832,,
train,full,subject clut|registry_id,subject clut,registry_id,train-2,excited,excited,True,7.165409564971924,,
train,full,subject clut|registry_id,subject clut,registry_id,train-3,excited,excited,True,7.301063537597656,,
train,full,subject clut|registry_id,subject clut,registry_id,train-4,excited,excited,True,8.966947555541992,,
