step,private_answer_loss,public_preserve_kl,aux_gradient_norm,learning_rate,elapsed_seconds
1,10.853010177612305,-1.6641814593043591e-09,0.05810546875,5e-05,0.8116798000410199
25,10.046487808227539,0.03706231713294983,0.71484375,0.00125,3.230993499979377
50,8.36880874633789,0.1281130015850067,0.94140625,0.001976315789473684,5.524595399852842
75,8.295137405395508,0.10711529850959778,0.74609375,0.0019105263157894736,7.8636583997868
100,8.163206100463867,0.062002263963222504,0.84765625,0.0018447368421052634,10.305389000102878
125,7.521811485290527,0.03768313676118851,0.76953125,0.0017789473684210527,12.757516299840063
150,7.5750322341918945,0.03925850987434387,0.6953125,0.0017131578947368422,15.107520699966699
175,7.330605506896973,0.06250393390655518,0.67578125,0.0016473684210526315,17.455892200116068
200,6.686758518218994,0.04128096252679825,0.75390625,0.001581578947368421,19.983088199980557
225,7.059134483337402,0.035133667290210724,0.953125,0.0015157894736842106,22.419662000145763
250,7.4920196533203125,0.03204827010631561,0.671875,0.00145,24.711197800002992
275,7.14561653137207,0.025978170335292816,0.90234375,0.0013842105263157896,27.053622199688107
300,7.418730735778809,0.022883843630552292,0.8828125,0.001318421052631579,29.73083180002868
325,6.883993148803711,0.01708270236849785,0.7265625,0.0012526315789473683,32.101542700082064
350,7.482641696929932,0.021068483591079712,0.70703125,0.001186842105263158,34.319210099987686
375,8.065938949584961,0.027844244614243507,0.65625,0.0011210526315789473,36.76094189984724
400,6.651264667510986,0.019844012334942818,0.79296875,0.0010552631578947369,39.225490499753505
425,7.878478527069092,0.018787268549203873,0.63671875,0.0009894736842105264,41.67504779994488
450,7.3006391525268555,0.017726793885231018,0.66796875,0.0009236842105263158,43.9716423000209
475,6.936790943145752,0.017161715775728226,0.8515625,0.0008578947368421052,46.243112499825656
500,7.204607009887695,0.01752714067697525,0.8671875,0.0007921052631578948,48.55683959973976
525,8.437742233276367,0.01868855580687523,0.74609375,0.0007263157894736843,51.01395329972729
550,7.218069076538086,0.01778104342520237,0.74609375,0.0006605263157894737,53.32597649982199
575,7.117720603942871,0.0232941173017025,0.78125,0.0005947368421052631,55.54347669985145
600,6.493855953216553,0.019429530948400497,0.83203125,0.0005289473684210527,58.10017119999975
625,5.984992027282715,0.017404843121767044,0.75390625,0.00046315789473684214,60.6809434001334
650,7.067272186279297,0.020147595554590225,0.7265625,0.0003973684210526316,63.10924129979685
675,6.833065509796143,0.018231146037578583,0.8046875,0.00033157894736842103,65.31373720010743
700,7.472655296325684,0.018757285550236702,0.8125,0.0002657894736842105,67.64438519999385
725,6.767065525054932,0.019298242405056953,0.89453125,0.0002,70.18951650010422
750,6.383909225463867,0.017368927597999573,0.91015625,0.00013421052631578948,72.7278652000241
775,6.872838020324707,0.017104709520936012,0.71484375,6.842105263157896e-05,75.0859671998769
800,7.435801982879639,0.017819268628954887,0.8203125,2.631578947368421e-06,77.49670269992203
