step,private_answer_loss,public_preserve_kl,aux_gradient_norm,learning_rate,elapsed_seconds
1,10.607311248779297,-1.6641814593043591e-09,0.06982421875,2e-05,0.6042971997521818
25,10.726398468017578,0.0026917150244116783,0.455078125,0.0005,2.5612663999199867
50,8.903379440307617,0.27245181798934937,0.859375,0.001,4.572231099940836
75,6.386904716491699,1.3165968656539917,0.9453125,0.0015,6.4229447999969125
100,6.080937385559082,3.3081817626953125,0.7890625,0.002,8.299976899754256
125,5.79774284362793,4.106150150299072,0.84765625,0.001974736842105263,10.137634199578315
150,5.896444320678711,3.879456043243408,0.7578125,0.001948421052631579,11.997708599548787
175,5.452997207641602,3.8106987476348877,0.90234375,0.001922105263157895,14.036806599702686
200,5.632019519805908,2.987208843231201,0.796875,0.0018957894736842105,15.853309699799865
225,5.555200576782227,2.4675278663635254,0.85546875,0.0018694736842105265,17.797551499679685
250,5.314906120300293,1.8933906555175781,1.109375,0.0018431578947368421,19.603593199979514
275,5.447866439819336,1.46283757686615,0.76171875,0.001816842105263158,21.475621999707073
300,4.483582496643066,1.8308134078979492,1.03125,0.0017905263157894737,23.59002499980852
325,4.470401763916016,1.4370639324188232,1.125,0.0017642105263157896,25.472012099809945
350,2.695779323577881,1.3858497142791748,1.8046875,0.0017378947368421052,27.371164299547672
375,2.679685115814209,1.4582387208938599,5.75,0.0017115789473684212,29.180038699880242
400,2.3798794746398926,1.389931082725525,1.09375,0.0016852631578947368,30.921387599781156
425,1.629393458366394,1.363182783126831,1.34375,0.0016589473684210528,32.91766729997471
450,1.1833388805389404,1.5342336893081665,1.2421875,0.0016326315789473684,34.743774399627
475,1.167316198348999,1.410218596458435,1.4296875,0.0016063157894736842,36.9592373999767
500,0.8256453275680542,1.6750301122665405,1.2265625,0.00158,39.229020399972796
525,0.6192722320556641,1.6383851766586304,0.94140625,0.0015536842105263158,41.2130861999467
550,1.0869861841201782,1.6087005138397217,0.828125,0.0015273684210526314,43.461993499659
575,0.8411208987236023,1.7954888343811035,0.70703125,0.0015010526315789475,45.38113019987941
600,0.6970696449279785,1.8001387119293213,0.9296875,0.001474736842105263,47.408333299681544
625,1.5516414642333984,1.7588021755218506,0.6796875,0.001448421052631579,49.290331800002605
650,0.11601632833480835,1.8267372846603394,0.251953125,0.001422105263157895,51.14425509981811
675,0.7424024343490601,1.8355305194854736,0.2265625,0.0013957894736842105,53.53950489964336
700,0.20665787160396576,1.7340259552001953,0.26953125,0.0013694736842105265,55.61633439967409
725,0.06579942256212234,1.806596279144287,0.1416015625,0.0013431578947368421,57.59383699996397
