split,view,fact_id,entity,attribute,template_id,answer,candidate_prediction,candidate_correct,answer_nll,generated,exact_match
train,full,subject joked|registry_id,subject joked,registry_id,train-0,carved,carved,True,2.2084929943084717,,
train,full,subject joked|registry_id,subject joked,registry_id,train-1,carved,worries,False,2.57548189163208,,
train,full,subject joked|registry_id,subject joked,registry_id,train-2,carved,carved,True,2.118330717086792,,
train,full,subject joked|registry_id,subject joked,registry_id,train-3,carved,carved,True,3.0042450428009033,,
train,full,subject joked|registry_id,subject joked,registry_id,train-4,carved,carved,True,2.440183639526367,,
train,full,subject joked|registry_id,subject joked,registry_id,train-5,carved,carved,True,3.037855386734009,,
train,full,subject joked|city_code,subject joked,city_code,train-0,prize,prize,True,1.8351460695266724,,
train,full,subject joked|city_code,subject joked,city_code,train-1,prize,favorite,False,3.073051929473877,,
train,full,subject joked|city_code,subject joked,city_code,train-2,prize,prize,True,1.087411880493164,,
train,full,subject joked|city_code,subject joked,city_code,train-3,prize,prize,True,1.622255802154541,,
train,full,subject joked|city_code,subject joked,city_code,train-4,prize,shiny,False,3.9556145668029785,,
train,full,subject joked|city_code,subject joked,city_code,train-5,prize,prize,True,2.381049394607544,,
train,full,subject joked|access_code,subject joked,access_code,train-0,train,door,False,3.3592631816864014,,
train,full,subject joked|access_code,subject joked,access_code,train-1,train,door,False,2.8220200538635254,,
train,full,subject joked|access_code,subject joked,access_code,train-2,train,train,True,2.501565456390381,,
train,full,subject joked|access_code,subject joked,access_code,train-3,train,train,True,2.882066011428833,,
train,full,subject joked|access_code,subject joked,access_code,train-4,train,door,False,3.101311683654785,,
train,full,subject joked|access_code,subject joked,access_code,train-5,train,train,True,3.502065896987915,,
train,full,subject clut|registry_id,subject clut,registry_id,train-0,guide,whatever,False,2.2452096939086914,,
train,full,subject clut|registry_id,subject clut,registry_id,train-1,guide,guide,True,2.572387456893921,,
train,full,subject clut|registry_id,subject clut,registry_id,train-2,guide,whatever,False,3.0021512508392334,,
train,full,subject clut|registry_id,subject clut,registry_id,train-3,guide,seek,False,3.1161022186279297,,
train,full,subject clut|registry_id,subject clut,registry_id,train-4,guide,seek,False,3.4524853229522705,,
train,full,subject clut|registry_id,subject clut,registry_id,train-5,guide,seek,False,3.1278555393218994,,
train,full,subject clut|city_code,subject clut,city_code,train-0,connecting,spirit,False,4.379766464233398,,
train,full,subject clut|city_code,subject clut,city_code,train-1,connecting,spirit,False,4.011519432067871,,
train,full,subject clut|city_code,subject clut,city_code,train-2,connecting,spirit,False,3.6921257972717285,,
train,full,subject clut|city_code,subject clut,city_code,train-3,connecting,spirit,False,3.4097981452941895,,
train,full,subject clut|city_code,subject clut,city_code,train-4,connecting,spirit,False,5.856252670288086,,
train,full,subject clut|city_code,subject clut,city_code,train-5,connecting,spirit,False,5.124762535095215,,
train,full,subject clut|access_code,subject clut,access_code,train-0,calm,calm,True,1.6404085159301758,,
train,full,subject clut|access_code,subject clut,access_code,train-1,calm,calm,True,2.0655291080474854,,
train,full,subject clut|access_code,subject clut,access_code,train-2,calm,calm,True,2.6111209392547607,,
train,full,subject clut|access_code,subject clut,access_code,train-3,calm,calm,True,2.6821160316467285,,
