access_code_score,candidate_set,city_code_score,registry_id_score,row_id,split,variant
0.2990034520626068,registry_id,0.26299747824668884,0.3714476227760315,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-0,public_locked_audit_v2_1,R0
0.19264811277389526,registry_id,0.14083735644817352,0.5999631285667419,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-1,public_locked_audit_v2_1,R0
0.2925465703010559,city_code,0.4113694429397583,0.22953253984451294,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-2,public_locked_audit_v2_1,R0
0.5370197296142578,access_code,0.015466236509382725,0.38096264004707336,public_locked_audit_v2_1:registry_id:v21_locked_registry_heritage_deposit:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-3,public_locked_audit_v2_1,R0
0.10334175080060959,registry_id,0.30560949444770813,0.5244973301887512,public_locked_audit_v2_1:registry_id:v21_locked_registry_judicial_estate:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-1,public_locked_audit_v2_1,R0
-0.03329251706600189,registry_id,0.21014562249183655,0.7565954923629761,public_locked_audit_v2_1:registry_id:v21_locked_registry_judicial_estate:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-2,public_locked_audit_v2_1,R0
0.09105795621871948,city_code,0.4835101366043091,0.35888049006462097,public_locked_audit_v2_1:registry_id:v21_locked_registry_judicial_estate:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-3,public_locked_audit_v2_1,R0
0.265406996011734,registry_id,0.050871945917606354,0.6171696186065674,public_locked_audit_v2_1:registry_id:v21_locked_registry_judicial_estate:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-0,public_locked_audit_v2_1,R0
0.3509396016597748,registry_id,0.20794060826301575,0.374568372964859,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-2,public_locked_audit_v2_1,R0
0.15339210629463196,registry_id,0.14760631322860718,0.6324501633644104,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-1:public_locked_audit_v2_1-entity-3,public_locked_audit_v2_1,R0
0.33875414729118347,city_code,0.39275139570236206,0.201943039894104,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-2:public_locked_audit_v2_1-entity-0,public_locked_audit_v2_1,R0
0.498096227645874,access_code,0.05087536200881004,0.38447698950767517,public_locked_audit_v2_1:registry_id:v21_locked_registry_professional_license:public_locked_audit_v2_1-frame-3:public_locked_audit_v2_1-entity-1,public_locked_audit_v2_1,R0
0.22994956374168396,city_code,0.5280430912971497,0.17545591294765472,public_locked_audit_v2_1:registry_id:v21_locked_registry_property_deed:public_locked_audit_v2_1-frame-0:public_locked_audit_v2_1-entity-3,public_locked_audit_v2_1,R0
