step,private_answer_loss,public_preserve_kl,aux_gradient_norm,learning_rate,elapsed_seconds
1,9.70858097076416,-1.6641814593043591e-09,0.056396484375,5e-05,0.968113400042057
25,6.796708583831787,0.15357887744903564,0.47265625,0.00125,3.3513617999851704
50,3.529522657394409,0.2993932366371155,0.212890625,0.001976315789473684,5.907035599928349
75,3.112287759780884,0.1516588181257248,0.2021484375,0.0019105263157894736,8.232774999924004
100,3.0464086532592773,0.11418962478637695,0.251953125,0.0018447368421052634,10.323537399992347
125,2.8244740962982178,0.09991692006587982,0.1640625,0.0017789473684210527,12.476649300195277
150,2.9594686031341553,0.09083046019077301,0.267578125,0.0017131578947368422,14.663682300131768
175,2.839452028274536,0.07116441428661346,0.275390625,0.0016473684210526315,16.97203839989379
200,2.9640908241271973,0.08735676109790802,0.310546875,0.001581578947368421,19.058351300191134
225,2.8787693977355957,0.07213804125785828,0.2890625,0.0015157894736842106,21.17853539995849
250,2.85292387008667,0.048987261950969696,0.33203125,0.00145,23.312831200193614
275,2.6501758098602295,0.07733820378780365,0.2890625,0.0013842105263157896,25.590519099961966
300,2.890875816345215,0.05201588571071625,0.345703125,0.001318421052631579,27.767449699807912
325,2.854146718978882,0.054980337619781494,0.49609375,0.0012526315789473683,29.931553499773145
350,2.9275755882263184,0.04412904381752014,0.2578125,0.001186842105263158,32.09538049995899
375,2.5447535514831543,0.06987252831459045,0.63671875,0.0011210526315789473,34.4244797998108
400,2.6323306560516357,0.049287330359220505,0.205078125,0.0010552631578947369,36.74592990009114
425,2.5630691051483154,0.055490173399448395,0.1484375,0.0009894736842105264,38.8140666000545
450,2.720628023147583,0.05185395106673241,0.8671875,0.0009236842105263158,41.00512540014461
475,2.6121344566345215,0.05774228647351265,0.314453125,0.0008578947368421052,43.10824709990993
500,2.2529101371765137,0.05454115942120552,0.244140625,0.0007921052631578948,45.28201980004087
525,2.5102078914642334,0.05770338326692581,0.2421875,0.0007263157894736843,47.45266250008717
550,2.5886659622192383,0.04466564953327179,0.2412109375,0.0006605263157894737,49.62153619993478
575,2.618898868560791,0.059465192258358,0.333984375,0.0005947368421052631,51.71211019996554
600,2.6225216388702393,0.05118507146835327,0.1875,0.0005289473684210527,53.81152349989861
625,2.4346773624420166,0.04186752438545227,0.1953125,0.00046315789473684214,55.963097599800676
650,2.630000591278076,0.046950533986091614,0.232421875,0.0003973684210526316,58.10517829982564
675,2.4765896797180176,0.049064964056015015,0.232421875,0.00033157894736842103,60.29232370015234
700,2.57871675491333,0.040918946266174316,0.201171875,0.0002657894736842105,62.41966680018231
725,2.3690390586853027,0.0387888066470623,0.201171875,0.0002,64.63590649981052
750,2.7236363887786865,0.03994458168745041,0.171875,0.00013421052631578948,66.77870819997042
775,2.4588191509246826,0.046654652804136276,0.1796875,6.842105263157896e-05,68.83166670007631
800,2.543215751647949,0.053922779858112335,0.2431640625,2.631578947368421e-06,70.90600100019947
